,index,종류별,상황별,재료별,방법별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그
342,6143,밑반찬,일상,달걀/유제품,부침,감자채볶음 달걀말이 ,https://www.10000recipe.com/recipe/3212683,"14,488",쿡라이프                                ,2,30분 이내,초급,"['감자', '달걀', '양파', '다진당근', '다진파', '소금']",맛있는 감자채볶음 계란말이~,"['감자와 양파를 곱게 채를 썹니다.', '팬에 기름을 두르고 감자와 양파를 넣고 서걱거림없이 감자가 부스러질때까지 볶습니다.', '달걀에 소금, 다진당근, 다진파를 넣고 섞습니다.', '팬에 한김 식힌 달걀을 넓게 골고루 평평하게 깔아 줍니다.', '달걀물을 골고루 부어 약불에서 천천히 익힙니다.', '달걀이 익으면 폭 3~5cm 정도로 접어 달걀말이를 합니다. 처음부터 촘촘하게 접으시면 달걀말이 잘 되지 않습니다. 저처럼 달걀을 3번 정도 만다고 생각하시고 처음부터 큼직하게 접어 돌돌 말아 주시면 잘 말아 진답니다.', '말은 다음 앞, 뒤로 속까지 익혀 알맞은 크기로 썰어 드시면 됩니다.']",
343,6144,밑반찬,일상,달걀/유제품,부침,냉이품은 계란말이,https://www.10000recipe.com/recipe/3495012,"9,566",과일짱                                ,2,15분 이내,초급,"['냉이', '계란', '소금', '식용유']",냉이를 잘게 다져 아이들이 좋아하는 계란에 넣어 만들어 보았어요.,"['냉이는 끓는물에 소금을 넣고 데쳐서 찬물에 빠르게 담궈서 물기를 꼬옥 짜준뒤 송송 먹기좋게 썰어서 준비해두세요.', '달걀은 깨트린후 잘 섞어서 체에 한번 걸러줍니다.', '계란물에 잘게 썰어둔 냉이넣고 소금으로 간을 해주세요.', '달구어진팬에 포도씨유 두르고 계란물을 반만 부어주세요.', '중불이나 약불로 조절해가면서 타지않게 잘 말아주세요.', '속까지 잘 익도록 말아주면 완성입니다.']",
344,6145,밑반찬,일상,달걀/유제품,부침,계란후라이반숙 만드는법,https://www.10000recipe.com/recipe/6831423,"51,201",파송송요리탁                                ,1,5분 이내,아무나,"['달걀', '소금']",비빔밥에 올려서 먹는 계란후라이반숙 만드는법이예요. ^^,"['프라이팬을 달군 다음에 식용유를 넣고 달걀을 넣어주세요.', '달걀을 넣어준 다음에 불을 가장 약하게 해놓고 달걀흰자가 반 정도 익었을 때 가스불을 끄고 3~5분 정도 그대로 두면 계란 반숙이 잘 만들어진답니다.', '뚜껑을 열어보면 요런 상태의 달걀 반숙이 만들어집니다.', '잘 만들어진 계란 반숙은 비빔밥 위에 얹어도 먹고 콩나물밥 위에 얹어 먹으면 됩니다.']",
345,6146,밑반찬,일상,달걀/유제품,부침,"제일 맛있는 계란말이, 딱 두가지만 넣고 만든 계란말이, 파 계란말이",https://www.10000recipe.com/recipe/6858087,"40,675",배고픈엄마                                ,2,15분 이내,아무나,"['대파', '양파', '계란', '허브솔트', '식용유']",,"['대파 1대, 양파 1/2개를 준비했습니다.', '양파는 곱게 다지고 대파는 쏭쏭 썰어 준비해 줍니다.', '그리고 계란 4개, 허브솔트 1/2작은술을 넣고 고루 잘 섞어 줍니다.', '달군 팬에 기름을 두르고 계란을 한국자 얇게 펴 올려 약불에서 익혀 줍니다.', '계란이 반쯤 익으면 돌~ 말아 후라이팬 한쪽으로 옮겨 준 후 미리 말아 놓은 계란말이와 연결해 계란물을 얇게 펴 익으면 돌~ 말아 주기를 반복합니다.', '젓가락으로 두툼하게 말아준 계란말이 군데 군데를 찔러 숨구멍을 만들어 주면 속까지 잘 익어요.', '뒤집개 두개를 사용해 좌, 우, 앞, 뒤 돌려가며 노릇하니 익혀 준 후 충분히 식힌 후 먹기좋은 크기로 잘라 줍니다.']",
346,6147,밑반찬,일상,달걀/유제품,부침,치즈계란말이,https://www.10000recipe.com/recipe/3009107,"40,726",커르릉                                ,,,,[],,[],
347,6148,밑반찬,일상,달걀/유제품,부침, ★볶음밥도 말아서 먹어요~~볶음밥계란말이~~★,https://www.10000recipe.com/recipe/698713,"43,416",미니유니                                ,,,,[],,[],
348,6149,밑반찬,일상,달걀/유제품,부침,"[계란말이] 간단한 반찬, 명란계란말이, 맛있는 계란말이 만드는 법! 꼭 먹어봐야하는 명란 계란말이! ",https://www.10000recipe.com/recipe/6835567,"42,493",마니랃                                ,2,30분 이내,초급,"['달걀', '명란젓', '새우젓']",집에서 간단하게 만든는 명란게란말이,"['우선 계란 4알을 깨주세요.', '그 다음 거품기를 사용해서 계란물을 만들어주세요! 그 다음 채에 받쳐서 계란물을 한번 내려주시면 알끈도 제거가 되고, 계란말이도 더 부드러워집니다.', '명란젓이 가라앉아져 잘 안보이는데..... 명란젓 약 1스푼정도, 새우젓 약간 (새우젓은 개인 취향에 따라 양을 조절해주세요~) 명란젓은 껍질?! 을 벗겨서 계란물에 넣고 저어주세요.', '그 다음 후라이팬을 달군 뒤, 기름을 둘러주세요~ 팬이 어느정도 달궈지면 불을 약불로 줄여주세요!', '그 다음은 계란물 붓기! 빨간게 명란젓이에요.', '계란이 살작 익기 시작하면 이제 말아주시면 됩니다~ 약불로 해야 예쁜 색이 나와요~~~~~~ 그리고 완전히 익기 전에 말기 시작해야 합니다! 만약 다 익은 다음에 말기 시작하면..... 잘 안말려요', '한번 더 접고', '계속 말아주세요 .', '모얌을 잘 잡아준 계란말이', '두껍게 썰어도 되지만... 전 얆게 썰었어요.']","['달걀', '계란', '명란', '명란젓', '새우젓', '명란계란말이', '계란말이', '간단한반찬', '맛있는반찬', '밑반찬', '아이들반찬']"
349,6150,밑반찬,일상,달걀/유제품,부침,"하트 계란말이, 요고 사랑스러워~ ",https://www.10000recipe.com/recipe/395513,"25,888",하늘바다                                ,,,,"['계란 큰크기', '참치 작은크기', '브로콜리', '올리브오일', '소금']",,[],
350,6151,밑반찬,일상,달걀/유제품,부침,달걀말이...궁극의 부드러운 계란말이~~~*,https://www.10000recipe.com/recipe/6853286,"4,776",elliws재원맘                                ,,,,"['달걀', '마스포카네치즈듬뿍                                                                                    1T', '두유(콩국물)', '소금', '설탕(연유)']",,[],"['달걀', '달걀말이', '계란말이', '마스포카네치즈', '치즈', '계란', '아침', '아이간식', '오믈렛']"
351,6152,밑반찬,일상,달걀/유제품,부침,모듬야채 계란말이~~~~@@,https://www.10000recipe.com/recipe/6856239,"3,647",현이민이아빠                                ,3,30분 이내,초급,"['계란', '양파', '당근', '파프리카 혹은 피망', '청양고추', '맛소금', '우유(안넣어도무관해요)', '파슬리가루(선택사항)']","딱히 해먹을게 없어서
계란이랑 집에있는 야채 긁어모아서
계란말이를 했네요ㅎㅎ
비도오고 따끈할때 썰어서 먹으니 꿀맛입니다^^","['계란은잘풀어요\n파슬리가루 있으시면 넣어주세요\n넣으나 안넣으나 똑같더라구요^^', '우유도 넣어주시고', '야채를 입자가 작게 다져요', '다진야채를 계란에 넣고 섞어주어요\n이때 소금이나 후추로\n적당히 간을해줍니다\n전 소금만2꼬집 넣어주었어요', '팬에 기름이 많다 싶을정도로\n둘러주시고\n계란을 부어요', '계란밑바닥이 살짝 익었다싶으면 그때부터 그냥 말기 시작해야되요\n위에 익지않은 계란들이 막 흐르거든요\n그것들을 말고있는 반대쪽으로 몰아주면서 계속 말아 나가시면 되요^^\n(계란말이 전용틀에서 하시는게 편한데\n익숙해지시면 그냥 후라이팬도 괜찮아요^^)\n많이익히고 말으려고하면 안접히고 찢어지기만 하거든요ㅎ\n(우유를넣으니 더 부드럽게 말리는듯해요^^ 맛도부드럽고)\n암튼 각지게 잘 말았다면\n1~2분정도 약불에 속까지 잘 익혀주세요', '김밥말이틀을이용해서 모양을잡아주어요', '무게나가는 접시를 올려두고 한김식혔어요ㅎ', '접시에 담고 케찹을뿌려 마무리^^']","['계란', '달걀', '계란말이', '야채', '파프리카', '피망', '우유계란말이', '청양고추', '양파\n당근']"
352,6153,밑반찬,일상,달걀/유제품,부침,"전자레인지로 만드는 계란말이, 오믈렛, 수란♥",https://www.10000recipe.com/recipe/6873374,"1,560",C Channel                                ,1,15분 이내,초급,"['계란', '마요네즈', '김', '계란', '버터', '흑후추', '치즈', '케첩', '계란', '물']",주말에는 달걀파티!!! 호우!!!!!,"['1. 계란말이: 계란과 마요네즈를 섞어 랩을 깐 접시에 붓고 \n그대로 전자레인지(600W)에 1분 30초 데운다.전자레인지', '김을 얹고 랩으로 감아 열을 식힌 뒤 잘라 완성입니다 ♪', '2.치즈 오믈렛: 접시에 버터를 바르고 달걀을 나누어 넣고 \n후춧가루를 뿌리고 섞은 후 치즈를 뿌립니다.', '전자레인지(600W)에 2분 데우고 케첩을 뿌려 완성입니다 ♪', '3.수란: 물이 담긴 그릇에 계란을 넣고', '전자레인지(600W)에 4분 데우면 완성입니다 ♪']","['수란', '꿀팁', '계란말이', '오믈렛', '씨채널', '간단레시피', '자취꿀팁', '전자레인지']"
353,6154,밑반찬,일상,달걀/유제품,부침,만두품은 계란말이 - 아이들반찬으로 쵝오죠~~~,https://www.10000recipe.com/recipe/6862463,"5,192",예쁜성준맘                                ,4,30분 이내,아무나,"['계란', '대파초록부분', '당근', '손만두                                                                                    4개', '소금']",오늘아침은 우리쥰이 반찬으로 계란말이를 만들어보았는데요~~ 그냥 계란말이가 이니고 ㅋㅋㅋ 만두를 품은 계란말이를 만들어주었답니다 ㅋㅋㅋ 이쁘고 영양만점인 만두품은 계란말이~~~ 성준맘의 정성을 담아 이쁘고 맛나게 만들어보았답니다 ㅋㅋㅋ 이힛~~~~ 아침부터 이쁘게 만든다고 만든~~~ 만두품은 계란말이 입니다!!!! 항상 계란과 야채로만 계란말이를 했었는데~~ 오늘아침엔 만두를 계란말이 속에 넣어보았다죠 ㅋㅋㅋ 영양만점 만두품은 계란말이라서 그런지~~~ 다 먹고나니까 든든하고 좋더라구요^^,"['대파와 당근은 쫑쫑~ 썰어주시구요~~ 손만두는 반으로 잘라줍니다^^', '볼에 계란 4개와 파, 당근을 먼저 담고~~~', '소금간 조금 하셔서 골고루 섞어줍니다~~~~', '후라이팬에 기름두르시구요~~~ 계란물 3분의 2올리고 넓게 펴줍니다~~~ 가장자리가 익기시작하면 손만두 사진처럼 올리시구요~~~', '돌돌 말아주세요~~~ 약간 볼록한 만두라서리 약간의 스킬을 요하는 동작이라ㅋㅋㅋㅋ 약불로 해놓고 신중하게 말아보았답니다 ㅋㅋㅋ 만두있는쪽을 한번 말았어요~~~ 나머지 계란물도 넣으시고~~~', '돌돌돌~~~ 말아줍니다~~~ 약불에서 돌려가면서 노릇하게 말아주세요^^', '완성된 계란말이를 칼판위에 올리고 좀 식혀주세요~~~ 바로 썰면 모양이 흐트러지기 때문에~~ 식힌다음 썰어줍니다 ㅋㅋㅋ 그래야 모양이 이쁘게 나오거든요 ㅋㅋㅋ', '오홍~~~~ 만두품은 계란말이를 접시에 담고 식탁위에 올립니다~~~~ 우리 쥰이 아침에 요렇게 만들어주니까 좋아하네요~~~ 쥰이왈 : 엄마!!! 계란말이에 뭐 넣으셨어요???? 성준맘 : 응~~ 손만두 넣었단다~~~~ 먹어보렴~~~맛있어~~~ ㅋㅋㅋ']","['계란요리', '만두요리', '계란말이', '만두품은계란말이', '아이들반찬', '아이들간단반찬']"
354,6155,밑반찬,일상,달걀/유제품,부침,"*삼색 파푸리카 계란말이*
비스틈이썰어서 푸짐해 보입니다",https://www.10000recipe.com/recipe/6861122,"2,868",Anna의밥상                                ,5,30분 이내,초급,"['계란', '삼색파프리카', '식용유', '간장', '소금', '감미료(설탕)']","3가지 색파프리카로 만든 계란말이
두겹게 만들어서 하나만먹어도 좋습니다","['계란 3색파프리카\n식용유 파 간장 설탕소금을 준비합니다', '계란은풀어놓고 파푸리카와 파는 다저놓습니다', '계란에 간장과소금을 넣고 간을합니다', '감미료도 조금넣습니다', '4에썰어놓은 야채를 넣습니다', '5를 잘섞습니다', '팬이뜨거워지면 식용유를 두릅니다', '팬에 6을 얕게 붓습니다', '한쪽이 익으면 말아가면 계란을 익힙니다', '두겹게 계란말이가 만들어 젔습니다', '김발에 말이서 모양을 잡습니다', '비스틈이썰어 푸짐하게 보입니다', '색상이좋은 계란말이가 완성됐습니다']",
355,6156,밑반찬,일상,달걀/유제품,부침,계란말이만드는법,https://www.10000recipe.com/recipe/6863718,"6,977",궁금쟁이신여사                                ,3,30분 이내,아무나,"['백봉오골 계란', '대파', '소금', '후추', '식용유', '치즈']",계란말이 쉽고도 어려운(?) 밥도둑 반찬,"['요즘 조류독감으로 계란들이 상한가를 갱신하고 있는데요 \n그렇다고 안먹을수는 없고 평상시 금액보다 배가 뛰기도 한 계란을 먹자니 뭔가 찜찜하기도 하지요 \n이럴때는 조류독감따위 무섭지 않은\n백봉오골계 유정란으로 식탁을 풍성하게 ~', '샛노랗고 통통 탱탱한 노른자 \n6알 깨서 쉑쉑', '우리집 요훼남 등장\n엄마를 도와준다고 자랑스럽게(?) 말하는 녀석\n열심히 계란을 풀어줍니다\n(실력이 조금은 는거 같기도 해요 안튀는거보면)', '잘 다진 파를 넣고 소금 후추 살짝 \n톡톡', '풀어둔 계란 2/3 정도 부어줍니다\n약한불 로 해야해요', '준비한 치즈를 송송 올려주구요 \n약한불에 2/3 정도 익었을때 뒤집어 줘야한다능', '두번 정도 뒤집었을때 남은 계란물을 붓고 살살 잘 뒤집어주세요', '두께도 적당껏 두툼하게 말렸어요\n다음엔 두알 더 깨서 만들어도 될듯', '뜨거우니 조금 식은뒤 살살 잘라보았어요\n치즈 콕콕 파 송송 맛있다 맛있다']","['계란말이', '계란말이만드는법', '계란말이황금레시피']"
356,6157,밑반찬,일상,달걀/유제품,부침,"색다른 맛, 청양초 치즈 달걀말이",https://www.10000recipe.com/recipe/6868808,"1,007",저녁노을                                ,3,30분 이내,아무나,"['달걀', '청양초', '붉은 고추', '치즈', '소금', '콩기름', '식초']",,"['고추는 잘게 썰어주고 달걀은 식초, 소금을 넣어 잘 풀어둔다.', '썰어둔 고추를 넣고 잘 섞어준다.', '치즈도 준비해 두고, 프라이팬은 달구어둔다.', '달걀물을 1/3만 부어준다.', '달걀 물이 익으면 치즈를 올려 1번 말아주고 또 치즈를 올려준다.', '달걀 물을 3번에 나누어서 부어가며 돌돌말아 익혀준다.', '노릇노릇 익힌 후 썰어주면 완성된다.']",
357,6158,밑반찬,일상,달걀/유제품,부침,【크래미계란말이만들기】,https://www.10000recipe.com/recipe/6871918,"3,566",조밍키♥                                ,2,10분 이내,아무나,"['계란', '크래미', '김', '맛소금']","우리 가족님이 참 좋아하는 반찬이에요ㅎㅎ
오늘은 모양이 예쁘게 안나와서 쪼금 아쉽지만 크래미랑 계란은 보들보들 참 궁합이 좋은거 같아요^^","['계란 3개를 노른자 흰자랑 분리해서 잘풀어 주세요~이때 소금간도 살짝^^', '김반장을 잘라 크래미를 3개씩 겹으로 쌓아 주시구요~', '김끝에 물을 살짝 묻혀', '크래미를 김으로 말아 주세요~', '달군 후라이팬에 식용유 둘러', '노른자를 부어서 크래미 올리고 돌돌말아~', '흰자를 부어 돌돌~~\n첨부터 끝까지 약불로 해주세요^^', '요렇게 말아졌음', '계란 두개를 노른자 흰자 몽땅 넣어서 적당히 풀어 소금 두꼬집 넣으시고~', '돌돌 말아 주심 끝이에요^~^', '한김 식혀 주세요~\n썰어 주심 끝~~^~^', '평소 계란말이는 좀 자신있는 편인데 오늘은 정말 모양이 아쉽지만 그래도 올려봅니다ㅠ \n모양은 쫌 실패라도 맛은 보들보들 맛나용^~^']","['계란말이', '간단반찬', '인기반찬', '인기메뉴', '저녁메뉴', '초간단', '계란', '반찬', '밑반찬', '크래미']"
358,6159,밑반찬,일상,달걀/유제품,부침,[집밥백선생 3]실패없는 달걀말이,https://www.10000recipe.com/recipe/6868518,"3,832",밥심은국력                                ,1,15분 이내,아무나,"['달걀', '다진당근', '다진대파', '소금', '설탕', '식용유']","안녕하세요? 밥심은 국력입니다. 달걀은 영양이 풍부하고 양질의 동물성 단백질이 풍부하며, 노른자에는 비타민 A, 비타민 D, 비타민 E, 인, 칼슘 등이 포함되어 있고요. 음식에 주재료나 부재료로 둘다 쓰이고 있답니다. 보통 요리책같은 레시피에 쓰일 때에는 달걀 무게를 50g 을 기준으로 보시면 됩니다. 달걀은 껍질이 까칠까칠한 것을 고르시구요. 그리고 보관할 때는 계란의 둥근 부분이 위로 가게 해서 보관하세요. 둥근 부분에 숨구멍이 있기 때문이지요. 오늘은 집밥 백선생표 실패없는 달걀말이를 만들어 보겠습니다. 손쉬운 재료로 멋진 달걀말이가 되지요.","['달걀은 체에 걸러 만들어 주시면 더욱 매끈한 달걀말이가 나온답니다. 망 아래를 스푼으로 긁어주면 더 잘 내려옵니다. 알끈도 제거되서 좋구요.', '당근 다진 것과 대파 다진 것을 합하여 한 주먹 정도 넣어주면 좋습니다. 야채가 너무 많으면 달걀을 말기가 어렵지요.', '설탕 한꼬집과 소금 한 꼬집을 넣어 잘 풀어줍니다. 설탕이 달걀말이 맛을 부드럽게 해준답니다.', '초보자분들은 달걀물을 4접시에 나눠서 부어주면 아주 편하답니다.', '달걀말이는 기름이 많으면 기포가 생기고 안 좋으므로 키친타올에 묻혀서 사용하면 좋답니다.', '먼저 팬을 달군 다음 키친타올에 묻힌 기름을 골고루 발라줍니다. 이 때 불은 처음에만 달군 후에 약불입니다. 달걀물을 부어주세요. 달걀이 80% 정도 익으면 불을 끄고 달걀을 말아줍니다.', '돌돌 말은 달걀말이를 팬 앞쪽으로 끌어 당기고 다시 키친타올에 기름을 묻혀 팬에 골고루 발라줍니다.그리고 달걀물을 부어줍니다. 계속 같은 방법으로 말아줍니다.', '계란말이가 아주 두툼해졌지요? 중간에 망쳐도 상관마세요. 달걀물을 계속 부어주다보면 표시가 안 나니까요.', '가장 중요한 포인트는 불은 약불, 기름은 적게!', '이제부터는 모양을 잡아주는 것인데, 팬 가장자리에 세워서 옆구리를 익혀주는 것입니다. 뒤지게 두 개로 세워주어도 되구요. 옆면부터 양쪽을 세워서 익혀주고 앞뒤를 노릇하게 색상을 내줍니다.', '세워 익히기가 자신 없는 분들은 계란말이를 한 후 김발에 넣어 모양을 잡아주어도 됩니다. 두툼한 달걀말이가 나왔지요?', '자를 때는 양끄트머리를 자르고 가운데서 2등분, 다시 자른 것에서 2등분씩 하면 똑같은 모양으로 잘립니다.', '집밥 백선생표 달걀말이입니다.']","['집밥백선생3', '달걀', '계란', '달걀말이', '계란말이', '반찬']"
359,6160,밑반찬,일상,달걀/유제품,부침,야채 김 계란말이 맛있고 부드럽게 만드는법~,https://www.10000recipe.com/recipe/6840840,"5,550",로즈의 맛수다                                ,2,15분 이내,초급,"['실키란(계란)                                                                                    5개', '치커리', '당근', '김', '액젓', '마요네즈', '감자전분', '피자치즈', '식용유']","안녕하세요~!~
어젯밤부터 몸이 으슬으슬 춥더니 목이 붓고 온몸이 쑤시고 아프네요~!~
한 해를 마무리해야 하는 지금 감기로 마무리를 하게 되었네요~!~
오늘은 닭 키우는 회장님이 보내주신 실키란으로 계란말이 만들어서 
아주 맛있게 먹었답니다~!~
계란 풀어놓은 것에 마요네즈 1 작은 술 넣고 피자치즈도 올려서 
부드러운 계란찜을 만들어 보았어요~!~ 

2015년 새해에는 운동도 열심히 해서 건강도 지키고
여러 가지 봉사활동도 해보려고 마음을 단단히 먹고 시작을 했지만 
지금 돌아보면 아무것도 이루어진 게 없네요~!~
한 해를 마무리하면서 아쉬움과 허무함만이 가득하네요~!~
마음이 허전할 때는 맛있는 음식 먹는 것으로 스트레스를 푸네요
그럴수록 내 몸에 살들을 같이 살자고 자꾸 몰려든답니다 ㅠㅠ","['마당에 있는 텃밭에 자란 치커리와 뽑아먹고 남은 당근을 준비했어요~!~', '당근과 치커리는 다져 놓고 계란은 풀어준 다음 섞어주고 \n마요네즈 1작은술을 넣어서 잘 풀어주었지요~!~ \nTip:마요네즈를 조금 넣어서 게란말이를 하면 식어도 부드럽고 \n전분을 조금 넣어주면 계란말이가 잘찢어지지 않고 예쁘게 만들수 있지요~!~', '식용유를 조금 부어준 다음 팬을 달구고 키친타월로 잘 닦아주었지요~!\n풀어놓은 계란을 부어주고 김을 한장 깔아준 다음 돌돌 말아주고\n남은 계란 물은 부어주고 피자치즈도 올려 주었어요~!~\n계란말이를 꺼내서 조금 식혀 준 다음 썰어주어야 흩어지지 않고 예쁘게 썰 수 있지요~!~', '계란말이가 조금 크고 비뚤어지었지요 ㅎㅎ\n하트를 만들려면 계란말이를 비스듬이 사선으로 잘라준 다음 \n돌여서 맞추어 놓으면 되지요~!~', '실키란으로 만들어서 더욱 맛있고 부드러운 계란말이 \n야채도 듬뿍 넣고 마요네즈와 치즈를 넣어서 아주 부드럽고 맛있답니다~!~~\n한 끼 간식으로도 충분하고 식사 대용으로도 가능하지요~!~ \n요리를 할 때는 조금씩 변화를 주면서 맛을 즐기는 것도 괜찮은 것 같아요~!!~\n매번 똑같은 재료만을 사용하는 것보다\n나만의 방법으로 자꾸 만들어 보는 것도 맛있는 요리를 하는 지름길인 것 같아요~!~', '계란 말이나 계란찜에 새우젓을 넣어주면 맛이 배가 되지요~!~\n전 새우젓 대신 멸치 액젓을 조금 넣어주었더니 \n더욱 깊은 맛이 있는 것 같아요~!~\n만들어서 바로 먹으면 부드러운 계란빵을 먹는 것 같아서 \n자꾸만 손이 가더러고요~!~\n아이들에게 간식으로도 남편 술안주로도 아주 맛있는 부드러운 계란 말이네요~!~!\n우리네 식탁에 부담 없이 자주 오를 수 있는 계란 말이나 계란찜은\n단백질 풍부한 영양덩어리 매일 1~2개씩은 먹어주려고 노력한답니다~!~\n이제 며칠 안 남은 2015년도 마무리 잘하시고 즐거운 날 되세요~!~']","['계란말이', '계란찜', '야채계란말이', '계란말이 부드럽게 만드는법', '단백질']"
360,6161,밑반찬,일상,달걀/유제품,부침,연어계란말이,https://www.10000recipe.com/recipe/6841181,"3,766",율맘써니                                ,2,10분 이내,초급,"['연어통조림', '계란', '채소', '카레가루']",간단하지만 든든한 계란반찬! 통조림 연어가 들어간 연어계란말이입니다.,"['채소는 집에있는 채소로 준비하심되요. 전 자투리 채소들로~ 파프리카,브로콜리,당근만 넣었어요 .', '잘게 다져서 준비해주세요. 파프리카 향에 대한 거부감이 있어 아이가 잘 안먹을수있으니 소량만 넣어보세요.', '계란 4개와 다진채소를 넣고 카레가루를 1작은술 넣어줬어요. 소금은 넣지 않았어요. 카레가루만 넣어도 간이 딱!! 좋더라구요. 입맛에 따라 소금 추가하세요 .', '연어통조림은 체에 넣어 뜨거운물에 한번 헹궈주세요 .', '연어에도 카레가루 1작은술을 넣고 잘 비벼줬어요. 카레가 싫으시면 후추가루를 넣어도 좋아요.', '계란말이는 약불에서 숟가락과 뒤집게로 양옆을 잡고 접으면 찢어지지 않고 예쁘게 말려요.', '바로 써는것보다 한김 식은후 썰어주면 모양이 예뻐요.']","['계란말이', '연어계란말이', '연어통조림요리']"
361,6162,밑반찬,일상,달걀/유제품,부침,참치계란말이 ,https://www.10000recipe.com/recipe/6841429,"11,655",시크제이맘                                ,2,30분 이내,초급,"['참치', '당근', '양파', '깻잎', '계란', '식용유', '소금']",참치통조림으로 쉽게 만드는 참치계란말이입니다.,"['당근,양파,깻잎은 적당한 크기로 다져서 준비해 주세요. 깻잎 싫어하는 아이를 위해!! 참치계란말이에 함께 넣었네요. 요렇게 넣어주면 그래도 잘 먹거든요! 야채 편식하는 아이들은 여기저기 섞어서 넣어주면 좋은것같아요.', '계란 3개 풀어서 체에 한번 걸러주고......소금간 해준 다음 다져놓은 채소 넣어주고...참치는 기름 제거한후 넣어주심되요.', '모든 재료가 잘 섞이게 휘리릭~~', '잘 다궈진 팬에 식용유를 드리고 계란을 부어주세요. 계란물 남겨 놓지 않고 이번에는 몽땅~ 한번에 부었네요.', '약불에서 천천히 끝부분 부터 돌돌 말아주심 된답니다.', '돌돌돌~~약불에서 만들어야지 계란이 타지 않고 속까지 잘 익어요.', '한 김 식힌후 적당한 크기로 잘라 그릇에 담아주심 된답니다.']","['참치계란말이', '계란말이', '아이반찬']"
362,6163,밑반찬,일상,달걀/유제품,부침,두부 계란말이 ,https://www.10000recipe.com/recipe/6841639,"9,629",시크제이맘                                ,3,30분 이내,초급,"['계란', '두부', '양파', '브로콜리', '당근', '치즈', '소금', '식용유']",영양가득~ 두부 계란말이,"['두부만 넣으면 섭섭하니깐~~~ 야채도 함께 넣어줘야겠죠! 당근,브로콜리,양파를 잘게 다져주세요. 브로콜리는 데친후 사용하심 된답니다. 야채는 냉장고에 있는걸로 사용하심되요~~~똑같이 준비할 필요 없어요 ^^', '두부는 물기를 제거한후 으깨주세요. 반모 사용했어요!', '으깬 두부에 야채를 넣고 소금간을 해주세요.', '달걀 3개를 넣고 재료를 섞어주세요.', '달걀 2개는 따로 풀어서 간을 해주세요.', '팬에 기름을 두르고 준비한 두부계란말이를 부어주세요. 그리고 치즈를 올려주세요. 치즈 없으면 생략가능!! 달걀 끝부분 부터 돌돌 말아주심 된답니다. 그리고 남아있던 계란물을 부어서 계란말이를 완성하면되요!', '두툼하게 완성된 계란말이!! 계란말이 전용 팬을 하나 구입해야겠어요 ㅋㅋㅋ~', '먹기 좋은 크기로 잘라 맛나게 먹으면 되지요. 부드럽고 담백한 두부 달걀말이 중간에 치즈를 넣어서~~~ 더 맛난것 같아요.']",['두부계란말이']
363,6164,밑반찬,일상,달걀/유제품,부침,명란품은 계란말이 고소하고 맛있어요~!~,https://www.10000recipe.com/recipe/6836469,"3,359",로즈의 맛수다                                ,4,15분 이내,초급,"['명란젓갈', '계란', '색깔별 파프리카', '깻잎', '김', '맛술']","안녕하세요!~!~

워낙 젓갈을 좋아하기에 냉장고에 젓갈 한두 가지는 항상 있는 편이지요~!~

이번에 대경 명란 레시피 공모전에 참여해보고 싶어서 만든 계란 말이입니다~!~

계란 속에 야채와 함께 넣은 명란이 입안에서 톡톡 터지는 맛이 아주 좋아요~!~

젓갈 중에 최고로 몸값 자랑하는 명란젓갈 이지요~!~

제가 제일 좋아하는 젓갈이기도 하고요~!~


명란을 넉넉히 넣어서 만들었더니 고소하고 아주 맛나답니다~!~","['사진에는 계란이 4개이지만 5개를 사용했지요~!~', '계란은 흰자와 노른자를 따로 준비했어요~!~', '명란젓갈은 껍질을 벗기고 파프리카는 다져 놓았어요~!~\n계란 흰자에 다져놓은 야채와 명란젓갈을 넣고 잘 섞어주었어요~!~\nTip:섞어놓은 흰자에 맛술 3 큰 술을 넣어서 명란젓갈과 계란의 비린내를 잡아주었지요~!~', '팬을 달군 다음 식용유를 둘러준 다음 키친타월로 닦아주고 \n명란젓갈 섞어놓은 흰자를 부어준 다음 깻잎을 올려주었어요~!~\n그리고 돌돌 말아주는데 조금 터진 곳도 있지만 말면서 커버가 되었네요~!~', '말아놓은 흰자를 꺼내놓고 팬에 다시 노른자를 부어주었지요~!~\n노른자위에 김을 한 장 올려준 다음 말아놓은 흰자를 올려놓고 말았었지요~!~~~!~', '말아놓은 사진이 없네요~!~\n조금 식은 다음 썰어야 예쁘게 잘 썰어지네요~!~', '명란젓 갈이 야채들과 어우러져 전혀 젓갈로 만든 계란말이 같지 않고 \n입안에서 씹을 때마다 식감이 너무 좋아요~!~', '명란을 껍질 벗긴 다음 풀어서 간은 따로 하지 않아도 되지요~~!~\n아이들도 잘 먹을 수 있는 간식으로도 괜찮을 것 같아요\n남편들 술안주로도 밥반찬으로도 아주 잘 어울린답니다~!~\n한 개 입에 넣어 먹고 나니 자꾸만 손이 가는 중독되는 마약 계란 말이네요~!~\n자꾸만 손이 가는 명란젓갈 계란말이 정말 맛있게 먹었답니다~!~']","['명란젓갈', '계란말이', '명란계란말이', '명란품은 계란말이', '명란알탕']"
